HBO1,HHB1,CCO1,HBO2,HHB2,CCO2,d1,a1,a2,b1,b2,ID
13.914000220210438,2.9739399390991617,5.29845504311405,26.699988900911098,24.819591558848728,10.651742078362027,11.0,3.9466662496496103,2.191483880153947,0.16578043671050918,3.165464420387407,1001
6.414000220210437,7.973939939099162,10.29845504311405,41.699988900911094,34.81959155884873,5.651742078362027,16.0,0.9466662496496104,3.7414838801539476,1.3657804367105093,1.6654644203874074,1002
10.164000220210436,5.473939939099162,2.79845504311405,49.199988900911094,29.819591558848728,3.1517420783620276,18.0,5.446666249649611,1.416483880153947,0.7657804367105091,2.415464420387407,1003
17.66400022021044,10.47393993909916,7.79845504311405,34.199988900911094,19.819591558848728,8.151742078362027,13.0,2.4466662496496103,2.9664838801539473,1.9657804367105092,0.9154644203874074,1004
15.789000220210438,6.723939939099162,11.548455043114052,52.949988900911094,32.31959155884873,6.901742078362027,12.0,6.196666249649612,2.578983880153947,1.0657804367105093,2.040464420387407,1005
8.289000220210436,11.72393993909916,6.54845504311405,37.949988900911094,22.319591558848728,11.901742078362027,17.0,3.1966662496496103,4.128983880153948,2.265780436710509,0.5404644203874074,1006
19.53900022021044,4.223939939099162,9.04845504311405,45.449988900911094,27.319591558848728,4.401742078362027,20.0,1.6966662496496103,1.8039838801539472,0.46578043671050917,2.790464420387407,1007
12.039000220210436,9.22393993909916,4.04845504311405,30.449988900911098,17.319591558848728,9.401742078362027,15.0,4.696666249649611,3.3539838801539474,1.6657804367105091,1.2904644203874074,1008
11.570250220210436,3.9114399390991617,9.98595504311405,33.262488900911094,29.194591558848728,11.589242078362027,17.0,3.3841662496496103,3.6446088801539474,2.1907804367105093,1.0092144203874074,1009
19.07025022021044,8.91143993909916,4.98595504311405,48.262488900911094,19.194591558848728,6.589242078362027,12.0,6.384166249649612,2.094608880153947,0.9907804367105091,2.509214420387407,1010
7.820250220210437,6.411439939099162,7.48595504311405,40.762488900911094,24.194591558848728,9.089242078362027,14.0,4.884166249649611,1.319608880153947,1.5907804367105092,1.7592144203874074,1011
15.320250220210438,11.41143993909916,12.485955043114052,25.762488900911098,34.19459155884873,4.089242078362027,19.0,1.8841662496496103,2.869608880153947,0.3907804367105092,3.259214420387407,1012
17.19525022021044,5.161439939099162,6.23595504311405,29.512488900911098,26.694591558848728,5.339242078362027,18.0,1.1341662496496103,3.2571088801539476,1.2907804367105091,1.3842144203874074,1013
9.695250220210436,10.16143993909916,11.235955043114052,44.512488900911094,16.694591558848728,10.339242078362027,13.0,4.134166249649611,1.707108880153947,2.490780436710509,2.884214420387407,1014
5.945250220210437,2.6614399390991617,3.73595504311405,37.012488900911094,31.69459155884873,7.839242078362027,15.0,2.6341662496496103,4.032108880153947,1.8907804367105092,0.6342144203874074,1015
13.445250220210438,7.661439939099162,8.73595504311405,52.012488900911094,21.694591558848728,2.8392420783620276,10.0,5.634166249649611,2.4821088801539473,0.6907804367105091,2.134214420387407,1016
12.507750220210436,5.786439939099162,3.11095504311405,46.387488900911094,20.444591558848728,3.4642420783620276,16.0,3.0091662496496103,3.0633588801539475,2.340780436710509,1.9467144203874074,1017
5.007750220210437,10.78643993909916,8.11095504311405,31.387488900911098,30.444591558848728,8.464242078362027,11.0,6.009166249649611,1.513358880153947,1.1407804367105092,0.44671442038740733,1018
8.757750220210436,3.2864399390991617,5.61095504311405,53.887488900911094,15.444591558848728,10.964242078362027,14.0,1.5091662496496103,3.8383588801539474,1.7407804367105093,2.696714420387407,1019
16.25775022021044,8.28643993909916,10.610955043114052,38.887488900911094,25.444591558848728,5.964242078362027,19.0,4.509166249649611,2.288358880153947,0.5407804367105091,1.1967144203874074,1020
14.382750220210438,12.03643993909916,9.36095504311405,50.137488900911094,17.944591558848728,4.714242078362027,17.0,5.259166249649611,3.4508588801539473,1.4407804367105093,3.071714420387407,1021
